team_id,year,team_class
391,2020,41
130,2020,41
131,2020,41
132,2020,41
1166,2020,41
133,2020,41
134,2020,41
135,2020,41
136,2020,41
294,2020,41
139,2020,41
140,2020,41
143,2020,41
1167,2020,41
149,2020,41
376,2020,41
154,2020,41
1170,2020,41
137,2020,41
196,2020,41
1165,2020,41
1064,2020,41
159,2020,41
296,2020,41
163,2020,41
926,2020,41
166,2020,41
444,2020,41
168,2020,41
177,2020,41
1171,2020,41
954,2020,41
173,2020,41
61,2020,41
293,2020,41
514,2020,41
